Complaint Number,Major Crime Head,Crime Head and Section,Minor Crime Head,Commits,Month
996087520,ASSAULT ,"Sec 356, 357 IPC","On Member of Clergy (Christian, Budhist, Jain,Sikh)",0,01-03-2021
502566448,ASSAULT ,"Sec 356, 357 IPC","Member of Legislative Assembly / Council(MLA/MLC)",0,01-03-2021
650309604,ASSAULT ,"Sec 356, 357 IPC",On Member of Parliament (MP),0,01-03-2021
642372425,ASSAULT ,"Sec 356, 357 IPC",On other Dignitaries /Public Figures,0,01-03-2021
763176492,ASSAULT ,"Sec 356, 357 IPC",On Press,0,01-03-2021
487170522,ASSAULT ,"Sec 356, 357 IPC",On Professional,0,01-03-2021
621354083,ASSAULT ,"Sec 356, 357 IPC",On Public Servant,0,01-03-2021
577429885,ASSAULT ,"Sec 356, 357 IPC",On Student,0,01-03-2021
241651744,ASSAULT ,"Sec 356, 357 IPC",On Teacher,0,01-03-2021
384902144,ASSAULT ,"Sec 356, 357 IPC",On Women (General),0,01-03-2021
159318426,ASSAULT ,"Sec 356, 357 IPC",On Woman (SC),1,01-03-2021
208628116,ASSAULT ,"Sec 356, 357 IPC",On Woman (ST),0,01-03-2021
550888139,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Others,5,01-03-2021
520876785,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Attempt to Commit,0,01-03-2021
609378618,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Caste Issue,2,01-03-2021
941943176,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Communal Issue,2,01-03-2021
187423644,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Linguistic Issue,0,01-03-2021
884234380,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Political Issue,0,01-03-2021
752481950,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Racial/Ethnic Issue,0,01-03-2021
402022136,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Regional Issue,0,01-03-2021
631867232,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Religious Issue,11,01-03-2021
735070379,COMMUNAL / RELIGION ,Sec. 295 to 297 IPC,Sectarian Issue,0,01-03-2021
515454969,CRIMINAL CONSPIRACY ,"Sec. 120(B), 121(A) IPC",Others,5,01-03-2021
926526628,CRIMINAL CONSPIRACY ,"Sec. 120(B), 121(A) IPC",Conspiracy To Wage War,0,01-03-2021
247668240,CRIMINAL CONSPIRACY ,"Sec. 120(B), 121(A) IPC",Related to Substantive Offence,0,01-03-2021
519192650,CRIMINAL INTIMIDATION ,Sec. 504 to 508 IPC,Others,181,01-03-2021
113059377,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Others,3,01-03-2021
718510795,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Attempt to Commit,0,01-03-2021
204697728,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Bank,0,01-03-2021
499662319,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Business Establishment,0,01-03-2021
190860236,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Charitable Organisation,0,01-03-2021
643269770,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Chitfund Organisation,0,01-03-2021
864864320,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Co-operative Organisation,0,01-03-2021
799970465,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Commercial Establishment/Shop,0,01-03-2021
188364026,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Customs Department,0,01-03-2021
947662229,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Excise Department,0,01-03-2021
922609151,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Financial Institution,0,01-03-2021
529287530,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Income Tax Department,0,01-03-2021
359694328,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Other Government Organisation,0,01-03-2021
521356200,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Postal Department,0,01-03-2021
799798241,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Public Sector Undertakings,0,01-03-2021
320157833,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Railway Department,0,01-03-2021
927281741,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Revenue Department,0,01-03-2021
714499702,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Sales Tax Department,0,01-03-2021
243221137,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Social Organisation (Aided) (N),0,01-03-2021
449009640,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Transport Authority,0,01-03-2021
214872713,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Trust - Other than religious,0,01-03-2021
574887925,CRIMINAL MISAPPROPRIATION ,"Sec. 403, 404
IPC",Trust - Religious,0,01-03-2021
682106445,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Others,0,01-03-2021
763683426,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Attempt to Commit,0,01-03-2021
317866125,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Club,0,01-03-2021
624233023,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Hostel,0,01-03-2021
809354777,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Hotel,45,01-03-2021
975797453,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,House,87,01-03-2021
200051361,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Land,4,01-03-2021
432098864,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Office,1,01-03-2021
982494065,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Prohibited Places,0,01-03-2021
340789234,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Religious Place,2,01-03-2021
718142360,CRIMINAL TRESPASS ,Sec.447 to 452 IPC,Restricted Area,16,01-03-2021
210333887,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Others,nan,01-03-2021
948154821,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Husband,48,01-03-2021
678491188,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Husband And Relative(S) in Law,99,01-03-2021
748383305,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Relative(S) in Law,4,01-03-2021
794971245,CRUELTY BY HUSBAND ,Sec. 498(A) IPC,Dowry Harassment,38,01-03-2021
808068996,DOWRY DEATHS ,Sec.304(B) IPC,Others,1,01-03-2021
204819023,DOWRY DEATHS ,Sec.304(B) IPC,By Husband,0,01-03-2021
274699594,DOWRY DEATHS ,Sec.304(B) IPC,By Husband And Relatives In Law,11,01-03-2021
693476736,DOWRY DEATHS ,Sec.304(B) IPC,By Relatives in Law,1,01-03-2021
623855818,DOWRY DEATHS ,Sec.304(B) IPC,By Burning,0,01-03-2021
747488011,DOWRY DEATHS ,Sec.304(B) IPC,By Hanging,6,01-03-2021
254971196,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Others,6,01-03-2021
199044480,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Adulterated Food/Drug,0,01-03-2021
124339625,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Accident by Air,0,01-03-2021
928787508,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Boad Accident,0,01-03-2021
777059820,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Bridge/Dam Collapse,0,01-03-2021
282177801,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Building Collapse,0,01-03-2021
296567639,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Caused By Animal,0,01-03-2021
595387830,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Death Due to Other Cause,12,01-03-2021
311692427,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Electrocution Accident,1,01-03-2021
125970217,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Explosion Accident,0,01-03-2021
781364564,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Fire accident,0,01-03-2021
863569453,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Gas Leakage Accident,0,01-03-2021
925971735,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Improper Infrastucture In Construction,6,01-03-2021
701884165,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Improper Medical Treatment,0,01-03-2021
159861780,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,In Custody of Public Servant,0,01-03-2021
857885767,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,In Jail/Judicial Custody,0,01-03-2021
762235751,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,In Police Custody,0,01-03-2021
892992493,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Industrial Accident (Factory),1,01-03-2021
222334573,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Inflammable Substance,0,01-03-2021
574057942,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Mine Accident,0,01-03-2021
897362675,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Poisonous Substance,0,01-03-2021
904212241,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Quarry Accident,0,01-03-2021
929126730,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Spurious Liquor (Hooch) Accident,0,01-03-2021
330519615,"DEATHS DUE TO RASHNESS/NEGLIGENCE
",Sec.304(A) IPC,Railway Accident,0,01-03-2021
684347695,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,Others,nan,01-03-2021
944191394,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,National Highways,308,01-03-2021
998226641,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,State Highways,254,01-03-2021
584725075,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,Other Roads,345,01-03-2021
582593243,"MOTOR VEHICLE ACCIDENTS FATAL
",Sec.304(A) IPC,Other Places,12,01-03-2021
908484953,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",Others,nan,01-03-2021
566726105,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",National Highways,887,01-03-2021
562394261,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",State Highways,599,01-03-2021
875304852,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",Other Roads,1076,01-03-2021
258612610,"MOTOR VEHICLE ACCIDENTS NON-FATAL
","Sec.279, 337, 338 IPC",Other Places,41,01-03-2021
149493676,DEATHS-MISCARRIAGE ,"Sec.312, 313, 314 IPC",Others,nan,01-03-2021
516868357,DEATHS-MISCARRIAGE ,"Sec.312, 313, 314 IPC",Child,0,01-03-2021
401119659,DEATHS-MISCARRIAGE ,"Sec.312, 313, 314 IPC",Woman,0,01-03-2021
570123365,DEATHS-MISCARRIAGE ,"Sec.312, 313, 314 IPC",Women and Child,0,01-03-2021
540178336,DEFENCE FORCES OFFENCES RELATING ,"also
relating to desertion) (Sec.131 to 140, except
136 IPC",Others,nan,01-03-2021
131218553,DEFENCE FORCES OFFENCES RELATING ,"also
relating to desertion) (Sec.131 to 140, except
136 IPC",Air Force,0,01-03-2021
738087324,DEFENCE FORCES OFFENCES RELATING ,"also
relating to desertion) (Sec.131 to 140, except
136 IPC",Army,1,01-03-2021
817201197,DEFENCE FORCES OFFENCES RELATING ,"also
relating to desertion) (Sec.131 to 140, except
136 IPC",Navy,0,01-03-2021
803560642,"ESCAPE FROM LAWFUL CUSTODY AND
RESISTANCE ","Sec.224, 225, 225(B) IPC",Others,nan,01-03-2021
777858784,"ESCAPE FROM LAWFUL CUSTODY AND
RESISTANCE ","Sec.224, 225, 225(B) IPC",From Jail Custody,0,01-03-2021
187726099,"ESCAPE FROM LAWFUL CUSTODY AND
RESISTANCE ","Sec.224, 225, 225(B) IPC",From Police Custody,0,01-03-2021
678789875,"ESCAPE FROM LAWFUL CUSTODY AND
RESISTANCE ","Sec.224, 225, 225(B) IPC",Others,0,01-03-2021
491389311,IMPERSONATION ,"Sec.170, 171 IPC",Others,nan,01-03-2021
807714172,IMPERSONATION ,"Sec.170, 171 IPC",Attempt to Commit,0,01-03-2021
186230442,IMPERSONATION ,"Sec.170, 171 IPC",Non-Uniformed Authority,0,01-03-2021
447989373,IMPERSONATION ,"Sec.170, 171 IPC",Uniformed Authority,0,01-03-2021
910234866,MISCHIEF ,"Sec.427 to 440 except 434, 435,
436, 438 IPC",Others,22,01-03-2021
570072553,MOLESTATION ,Sec.354 IPC,Others,nan,01-03-2021
502112638,MOLESTATION ,Sec.354 IPC,Attempt to Commit,10,01-03-2021
779969933,MOLESTATION ,Sec.354 IPC,Private Place,88,01-03-2021
243176568,MOLESTATION ,Sec.354 IPC,Public Conveyance,4,01-03-2021
923480450,MOLESTATION ,Sec.354 IPC,Public Place,121,01-03-2021
589441229,MOLESTATION ,Sec.354 IPC,Other Places,208,01-03-2021
915189013,POISONING-PROFESSIONAL ,Sec. 328 IPC,Others,nan,01-03-2021
123936851,POISONING-PROFESSIONAL ,Sec. 328 IPC,Attempt to Commit,0,01-03-2021
866916762,POISONING-PROFESSIONAL ,Sec. 328 IPC,Fatal,0,01-03-2021
423245492,POISONING-PROFESSIONAL ,Sec. 328 IPC,Non Fatal,0,01-03-2021
214522457,PORNOGRAPHY ,Sec.292 to 294 IPC,Others,1,01-03-2021
420768360,PORNOGRAPHY ,Sec.292 to 294 IPC,Advertisement,0,01-03-2021
712527708,PORNOGRAPHY ,Sec.292 to 294 IPC,Audio Tape,0,01-03-2021
373191146,PORNOGRAPHY ,Sec.292 to 294 IPC,Book,0,01-03-2021
651273659,PORNOGRAPHY ,Sec.292 to 294 IPC,Computer Software,0,01-03-2021
755599463,PORNOGRAPHY ,Sec.292 to 294 IPC,Figures,0,01-03-2021
183402276,PORNOGRAPHY ,Sec.292 to 294 IPC,Film (Blue),0,01-03-2021
347669378,PORNOGRAPHY ,Sec.292 to 294 IPC,Painting,0,01-03-2021
745200179,PORNOGRAPHY ,Sec.292 to 294 IPC,Pamphlet,0,01-03-2021
749663360,PORNOGRAPHY ,Sec.292 to 294 IPC,Paper,0,01-03-2021
856322370,PORNOGRAPHY ,Sec.292 to 294 IPC,Photography,0,01-03-2021
348636585,PORNOGRAPHY ,Sec.292 to 294 IPC,Poster,0,01-03-2021
190105670,PORNOGRAPHY ,Sec.292 to 294 IPC,Video Film(Blue),0,01-03-2021
818758588,PUBLIC JUSTICE ,Sec.213 to 215 IPC,Others,1,01-03-2021
284470418,PUBLIC NUISANCE ,Sec.291 and 510 IPC,Others,4,01-03-2021
691610439,PUBLIC SAFETY ,"Sec.269 to 271, 277, 283, 289
IPC",Others,72,01-03-2021
630902686,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Others,nan,01-03-2021
379006358,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Attempt to Commit,1,01-03-2021
256993401,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Defence Personnel,1,01-03-2021
568350023,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Jail Personnel,0,01-03-2021
810797002,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Judicial Official,2,01-03-2021
851674372,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Minister,0,01-03-2021
547187832,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",MLA,0,01-03-2021
631399815,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",MP,0,01-03-2021
259234120,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Nationalised Bank Personnel,0,01-03-2021
720928637,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Other Elected Member,0,01-03-2021
330088844,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Other Enforcement Official,0,01-03-2021
327204185,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Other Govt. Official,33,01-03-2021
812203574,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Para Military Personnel,0,01-03-2021
237782310,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Police Personnel,40,01-03-2021
581874944,OFFENCES AGAINST PUBLIC SERVANTS ,"Public
servant is a victim) (Sec 182-188, 332, 333, 353
IPC",Public Sector Undertaking Official,5,01-03-2021
587375625,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Others,nan,01-03-2021
671399712,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Defence Personnel,0,01-03-2021
904788026,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Jail Personnel,0,01-03-2021
429209702,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Judicial Official,0,01-03-2021
545339552,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Minister,0,01-03-2021
923541259,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",MLA,0,01-03-2021
767986350,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",MP,0,01-03-2021
819029414,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Nationalised Bank Personnel,0,01-03-2021
351629229,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Other Elected Member,0,01-03-2021
753149022,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Other Enforcement Official,0,01-03-2021
221208676,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Other Govt. Official,0,01-03-2021
235803158,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Para Military Personnel,0,01-03-2021
970975359,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Police Personnel,0,01-03-2021
411785809,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Public Sector Undertaking Official,0,01-03-2021
709323682,OFFENCES BY PUBLIC SERVANTS ,"EXCEPT
CORRUPTION) (Public servant is accused)
(Sec.128, 139, 167, 218, 221, 222 IPC",Others,0,01-03-2021
133350499,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Others,nan,01-03-2021
464040698,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Animal -Related,3,01-03-2021
560286320,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Boat/Vessel - Related,0,01-03-2021
467561613,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Explosive/Explosive Substances - Related,2,01-03-2021
375977033,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Inflammable Substance- Related,1,01-03-2021
534331318,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Machinery - Related,9,01-03-2021
167195923,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Poisonous Substance - Related,0,01-03-2021
648393383,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Other - Related,52,01-03-2021
677009117,NEGLIGENT ACT ,"Sec.280 to 289, 336 to 338
except 283 IPC",Human - Related,15,01-03-2021
198493831,RECEIVING OF STOLEN PROPERTY ,"Sec.411 to
414 IPC",Others,1,01-03-2021
394125378,SEDITION ,Sec. 124A IPC,Others,nan,01-03-2021
996603222,SEDITION ,Sec. 124A IPC,Attempt to Commit,0,01-03-2021
438924477,SEDITION ,Sec. 124A IPC,By Foreigner,0,01-03-2021
189160748,SEDITION ,Sec. 124A IPC,By National,0,01-03-2021
715607081,SEDITION ,Sec. 124A IPC,By National And Foreigner,0,01-03-2021
260312557,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Others,nan,01-03-2021
980229242,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Attempt to Commit,1,01-03-2021
863169966,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Office,0,01-03-2021
623500387,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Public Conveyance,0,01-03-2021
436213904,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Public Place,4,01-03-2021
801106730,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Other Places,2,01-03-2021
763246912,SUICIDE ,"Sec.305, 306, 309 IPC",Others,nan,01-03-2021
450599177,SUICIDE ,"Sec.305, 306, 309 IPC",Dowry,2,01-03-2021
312635071,SUICIDE ,"Sec.305, 306, 309 IPC",Abetment of Suicide,29,01-03-2021
491378689,SUICIDE ,"Sec.305, 306, 309 IPC",Other Reasons,25,01-03-2021
323912235,SUICIDE ,"Sec.305, 306, 309 IPC",Attempt to Commit suicide,13,01-03-2021
104356857,UNNATURAL SEX ,Sec.377 IPC,Others,nan,01-03-2021
489595092,UNNATURAL SEX ,Sec.377 IPC,Abetment,0,01-03-2021
948257899,UNNATURAL SEX ,Sec.377 IPC,Animal,0,01-03-2021
662150090,UNNATURAL SEX ,Sec.377 IPC,Attempt,0,01-03-2021
296168974,UNNATURAL SEX ,Sec.377 IPC,Major - Man,1,01-03-2021
930440880,UNNATURAL SEX ,Sec.377 IPC,Major - Woman,0,01-03-2021
394208890,UNNATURAL SEX ,Sec.377 IPC,Minor - Boy,0,01-03-2021
880833189,UNNATURAL SEX ,Sec.377 IPC,Minor - Girl,0,01-03-2021
150360408,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,Others,28,01-03-2021
539862721,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,Attempt to Commit,3,01-03-2021
670300417,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,To Extort Confession,0,01-03-2021
546195252,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,To Extort Property,2,01-03-2021
880910024,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,To settle Dispute,0,01-03-2021
955081611,INFANTICIDE ,"Sec.315, 316 IPC",Others,nan,01-03-2021
388727717,INFANTICIDE ,"Sec.315, 316 IPC",Male,0,01-03-2021
564842989,INFANTICIDE ,"Sec.315, 316 IPC",Female,0,01-03-2021
554924022,OFFENCES RELATED TO MARRIAGE ,"Sec.493
to 498 IPC",Others,2,01-03-2021
970804151,"BUYING & SELLING MINOR FOR PROSTITUTION
","Sec.372, 373 IPC",Others,0,01-03-2021
826571215,DOCUMENTS & PROPERTY MARKS ,"Sec.483 to
489 IPC",Others,nan,01-03-2021
214982189,DOCUMENTS & PROPERTY MARKS ,"Sec.483 to
489 IPC",Documents,0,01-03-2021
107090188,DOCUMENTS & PROPERTY MARKS ,"Sec.483 to
489 IPC",Property,0,01-03-2021
422977221,DEFAMATION ,Sec.500 to 502 IPC,Others,nan,01-03-2021
531254686,DEFAMATION ,Sec.500 to 502 IPC,Persons,0,01-03-2021
756706828,DEFAMATION ,Sec.500 to 502 IPC,Printed Matter,0,01-03-2021
803729966,DEFAMATION ,Sec.500 to 502 IPC,Others,0,01-03-2021
106246859,ELECTION,Sec.171(E) to 171(1) IPC,Others,nan,01-03-2021
405343993,ELECTION,Sec.171(E) to 171(1) IPC,Assembly,1,01-03-2021
189371537,ELECTION,Sec.171(E) to 171(1) IPC,Parliament,0,01-03-2021
616630227,ELECTION,Sec.171(E) to 171(1) IPC,Other Elected Bodies,1,01-03-2021
803015702,SLAVERY ,"Sec.370, 371, 374 IPC",Others,nan,01-03-2021
654089445,SLAVERY ,"Sec.370, 371, 374 IPC",Man,0,01-03-2021
846788659,SLAVERY ,"Sec.370, 371, 374 IPC",Woman,0,01-03-2021
360468177,SLAVERY ,"Sec.370, 371, 374 IPC",Boy,0,01-03-2021
718645546,SLAVERY ,"Sec.370, 371, 374 IPC",Girl,0,01-03-2021
508353970,Attempting to commit offences ,Sec.511 IPC,Others,nan,01-03-2021
490215158,Attempting to commit offences ,Sec.511 IPC,Attempting to commit offences,14,01-03-2021
876948164,ILLEGAL DETENTION ,Sec.342 IPC,Others,0,01-03-2021
777852125,FALSE EVIDENCE ,Sec.191 to 205 IPC,Others,0,01-03-2021
836744258,"EXPOSURE AND ABANDONMENT OF CHILD
",Sec.317 IPC,Others,nan,01-03-2021
862574124,"EXPOSURE AND ABANDONMENT OF CHILD
",Sec.317 IPC,Boy,3,01-03-2021
581746996,"EXPOSURE AND ABANDONMENT OF CHILD
",Sec.317 IPC,Girl,1,01-03-2021
206936721,OF ABETMENT ,Sec.107 to 120 IPC,Others,0,01-03-2021
447338392,FAILURE TO APPEAR TO COURT ,"Sec.174, 229A
IPC",Others,nan,01-03-2021
631458165,FAILURE TO APPEAR TO COURT ,"Sec.174, 229A
IPC",174 A,1,01-03-2021
392622722,FAILURE TO APPEAR TO COURT ,"Sec.174, 229A
IPC",229 A,8,01-03-2021
681808230,Concealment of birth by secret disposal of Child,,Others,nan,01-03-2021
693198461,Concealment of birth by secret disposal of Child,,Girl,4,01-03-2021
699365726,Concealment of birth by secret disposal of Child,,Boy,2,01-03-2021
